Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);HFO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);V2O3(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);FET(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);AS2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);OH(WT%);SO3(WT%);S(WT%);LOI(WT%);TI(WT%);CA(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);;;;AR40(CCMSTP/G);;;;AR40(MOL/G);;;;AR40(PPB);K(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM);;;;CO(PPM);;;;NI(PPM);;;;CU(PPM);;;;ZN(PPM);;;;GA(PPM);;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM);;;;;;SR(PPM);;;;;;Y(PPM);;;;ZR(PPM);;;;NB(PPM);;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM): altern. values or methods;;;;TE(PPM);CS(PPM): altern. values or methods;;;;BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM): altern. values or methods;;;;TB(PPM): altern. values or methods;;;;DY(PPM): altern. values or methods;;;;HO(PPM);ER(PPM): altern. values or methods;;;;TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM): altern. values or methods;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;AR40_AR36_INI;PB206_U238;PB207_U235;RA226_TH230_ACT;PA231_U235_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;D7LI(VS LSVEC);D13C(VS PDB);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS VCDT);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);MAGNESIOFERRITE(MOL%);MONTICELLITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);PICROCHROMITE(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;AGE_PB207_U235(MA);AGE_PB206_U238(MA);
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-051;;RIM;PRIMARY;;;;;52.896;0;;;;29.216;0.021;;;;;;;;;0.545;;;12.55;0.024;0.019;;;0;;;0.243;EMP (EPMA);;;4.275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.6006377042646;60.9964129135114;;;;;;;;;;;;;1.40294938222399;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-052;;CORE;PRIMARY;;;;;57.67;0.047;;;;25.722;0.018;;;;;;;;;0.463;;;10.554;0;0.052;;;0;;;1.256;EMP (EPMA);;;3.635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.3165454867884;56.6589820890229;;;;;;;;;;;;;8.02447242418869;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-053;;;PRIMARY;;;;;50.867;0.016;;;;30.434;0.023;;;;;;;;;0.394;;;14.003;0.032;0;;;0.027;;;0.089;EMP (EPMA);;;3.557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.3277843836702;68.1569560047562;;;;;;;;;;;;;0.515259611573524;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-055;;;PRIMARY;;;;;51.914;0.044;;;;29.629;0.027;;;;;;;;;0.488;;;13.257;0.027;0.003;;;0.017;;;0.147;EMP (EPMA);;;3.945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.7060223756249;64.4449734190272;;;;;;;;;;;;;0.849004205347933;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-057;;;PRIMARY;;;;;54.81;0.002;;;;27.893;0;;;;;;;;;0.308;;;11.162;0;0.029;;;0.046;;;0.155;EMP (EPMA);;;5.157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.1297151042496;53.9789909279007;;;;;;;;;;;;;0.891293967849753;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-058;;CORE;PRIMARY;;;;;52.137;0.009;;;;28.968;0;;;;;;;;;0.623;;;11.705;0.114;0;;;0.014;;;0.715;EMP (EPMA);;;3.855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.7160565242542;59.928931493265;;;;;;;;;;;;;4.35501198248079;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-059;;;PRIMARY;;;;;51.962;0.018;;;;29.781;0;;;;;;;;;0.337;;;13.26;0.013;0.019;;;0;;;0.101;EMP (EPMA);;;4.049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.3827940015785;64.0331491712707;;;;;;;;;;;;;0.58405682715075;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-060;;;PRIMARY;;;;;51.72;0.029;;;;29.651;0.008;;;;;;;;;0.492;;;12.114;0.076;0;;;0;;;0.1;EMP (EPMA);;;3.875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.4361925564984;62.9421154330841;;;;;;;;;;;;;0.621692010417542;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-061;;;PRIMARY;;;;;51.854;0;;;;29.675;0;;;;;;;;;0.316;;;13.088;0.014;0;;;0.013;;;0.099;EMP (EPMA);;;3.968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.2255489021956;64.1996007984032;;;;;;;;;;;;;0.574850299401198;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-062;;;PRIMARY;;;;;51.598;0;;;;29.788;0.035;;;;;;;;;0.305;;;13.133;0.026;0.001;;;0;;;0.098;EMP (EPMA);;;4.085;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.8127807107399;63.619888109684;;;;;;;;;;;;;0.567331179576077;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-063;;;PRIMARY;;;;;52.591;0.004;;;;29.386;0;;;;;;;;;0.35;;;12.692;0.022;0.026;;;0.023;;;0.117;EMP (EPMA);;;4.387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.2232382153555;61.1067318303642;;;;;;;;;;;;;0.670029954280309;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-064;;;PRIMARY;;;;;50.146;0.012;;;;29.929;0;;;;;;;;;2.237;;;13.724;0.044;0.068;;;0;;;0.655;EMP (EPMA);;;2.761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.6210665783372;70.3792646571712;;;;;;;;;;;;;3.99966876449155;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-065;;;PRIMARY;;;;;51.644;0;;;;29.729;0.008;;;;;;;;;0.443;;;13.434;0.028;0.03;;;0;;;0.114;EMP (EPMA);;;3.924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.3552963430013;64.9905422446406;;;;;;;;;;;;;0.654161412358134;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-066;;RIM;PRIMARY;;;;;56.758;0;;;;25.97;0;;;;;;;;;0.411;;;8.835;0.032;0.013;;;0;;;0.355;EMP (EPMA);;;6.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.7666693348275;43.1681741775394;;;;;;;;;;;;;2.06515648763307;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-067;;CORE;PRIMARY;;;;;51.28;0;;;;30.15;0.037;;;;;;;;;0.478;;;13.773;0.019;0;;;0;;;0.119;EMP (EPMA);;;3.731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.6702975767622;66.6429868182177;;;;;;;;;;;;;0.686715605020128;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-068;;;PRIMARY;;;;;51.614;0;;;;29.74;0;;;;;;;;;0.434;;;13.312;0.011;0.003;;;0.03;;;0.124;EMP (EPMA);;;4.014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.0538141252259;64.2312828973211;;;;;;;;;;;;;0.71490297745306;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-069;;;PRIMARY;;;;;51.166;0;;;;29.896;0;;;;;;;;;0.258;;;13.537;0.022;0.033;;;0;;;0.117;EMP (EPMA);;;3.948;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.3153300600109;65.0144182059076;;;;;;;;;;;;;0.670251734081521;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-070;;;PRIMARY;;;;;53.075;0;;;;27.681;0.006;;;;;;;;;0.543;;;11.106;0.121;0.006;;;0;;;1.41;EMP (EPMA);;;3.683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.2666005946482;57.1027419887678;;;;;;;;;;;;;8.63065741658408;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-071;;;PRIMARY;;;;;62.393;0.11;;;;21.755;0;;;;;;;;;0.522;;;7.555;0.031;0.038;;;0;;;2.021;EMP (EPMA);;;4.179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.1567016151884;43.1094738830641;;;;;;;;;;;;;13.7338245017474;;;;;;;;;;;;;;;;;;;;
2009;[13787] SMITH D. J.(2009)  [GeoReM [4914] ];samp. SV43;;SOLOMON ISLAND ARC / SOLOMON ISLAND ARC - CENTRAL PROVINCE / SAVO;MBAZO;-9.17;159.83;-9.17;159.83;;;OUTCROP;;;SUBAQUATIC;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;13-072;;;PRIMARY;;;;;52.657;0.014;;;;27.932;0.02;;;;;;;;;0.63;;;11.647;0.06;0.003;;;0.011;;;0.528;EMP (EPMA);;;4.074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.522485690924;59.2804578904334;;;;;;;;;;;;;3.19705641864268;;;;;;;;;;;;;;;;;;;;
