Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);SIO2(WT%);TIO2(WT%);ZRO2(WT%);B2O3(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);Y2O3(WT%);V2O3(WT%);NB2O3(WT%);TA2O5(WT%);WO3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);CS2O(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);;;;H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);CA(WT%);K(WT%);NA(WT%);LI(PPM);BE(PPM);B(PPM);C(PPM);F(PPM);NA(PPM);MG(PPM);AL(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);AR40(PPB);K(PPM);CA(PPM);SC(PPM);;;;TI(PPM);;;;V(PPM);CR(PPM);MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM);ZN(PPM);GA(PPM);GE(PPM);AS(PPM);SE(PPM);BR(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM): altern. values or methods;;;;AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);AU(PPB);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB206(PPM);BI(PPM);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;HF176_HF177;HF176_HF177_INI;EPSILON_HF_INI;LU176_HF177;YB176_HF177;AR36_AR39;AR36_AR40;AR37_AR39;AR38_AR39;AR39_AR40;AR40_AR36;AR40_AR39;PB206_U238;PB207_U235;PB208_TH232;TH232_PB204;TH232_U238;U235_PB204;U238_PB204;U238_PB206;D7LI(VS LSVEC);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D56FE(VS IRMM-014);D57FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);ORTHOCLASE(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA): altern. values or methods;;;;;;AGE_PB208_TH232(MA);
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-02;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;8;;;PRIMARY;;;;;;;;58.16;0.02;;;25.35;0.01;;;;;;;;;;0.51;;6.85;0.07;0;;;0;;;;1;EMP (EPMA);;;6.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59.58;34.43;;;;;;5.99;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-02;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;9;;;PRIMARY;;;;;;;;66.83;0.13;;;18.58;0.01;;;;;;;;;;0.53;;0.79;0.02;0;;;0;;;;7.34;EMP (EPMA);;;4.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.12;4.4;;;;;;48.48;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-02;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);FELDSPAR;10;;;PRIMARY;;;;;;;;64.74;0.27;;;18.36;0;;;;;;;;;;0.89;;0.57;0;0.01;;;0;;;;9.14;EMP (EPMA);;;4.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.69;2.85;;;;;;54.46;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;1;;;PRIMARY;;;;;;;;51.89;0.71;;;3.37;0.16;;;;;;;;;;8.48;;19.23;15.39;0.21;;;;;;;0.01;EMP (EPMA);;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.1;;;14.3;;;;40.6;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;2;;;PRIMARY;;;;;;;;53.5;0.14;;;2.7;0.26;;;;;;;;;;14.22;;1.5;27.42;0.27;;;;;;;0;EMP (EPMA);;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.9;;;22.2;;;;2.9;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;3;;;PRIMARY;;;;;;;;49.84;0.8;;;3.27;0.14;;;;;;;;;;9.33;;19.56;15.06;0.26;;;;;;;0;EMP (EPMA);;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.7;;;15.6;;;;40.7;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;4;;;PRIMARY;;;;;;;;52.45;0.14;;;2.74;0.16;;;;;;;;;;13.84;;1.68;27.08;0.26;;;;;;;0.06;EMP (EPMA);;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.8;;;21.9;;;;3.3;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;5;;;PRIMARY;;;;;;;;51.02;0.81;;;3.2;0.1;;;;;;;;;;9.52;;19.65;14.83;0.2;;;;;;;0.01;EMP (EPMA);;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.1;;;15.9;;;;41;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;6;;;PRIMARY;;;;;;;;53.57;0.13;;;2.58;0.16;;;;;;;;;;14.35;;1.45;27.19;0.26;;;;;;;0;EMP (EPMA);;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.6;;;22.5;;;;2.9;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;7;;;PRIMARY;;;;;;;;51.08;0.94;;;4.45;0.11;;;;;;;;;;8.96;;18.74;15.01;0.23;;;;;;;0;EMP (EPMA);;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.6;;;15.3;;;;40;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;8;;;PRIMARY;;;;;;;;53.65;0.16;;;2.8;0.22;;;;;;;;;;14.23;;1.49;27.57;0.27;;;;;;;0.02;EMP (EPMA);;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75;;;22.1;;;;2.9;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;9;;;PRIMARY;;;;;;;;49.48;0.92;;;4.4;0.1;;;;;;;;;;9.13;;18.43;15.08;0.24;;;;;;;0;EMP (EPMA);;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.9;;;15.7;;;;39.4;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;10;;;PRIMARY;;;;;;;;51.75;0.7;;;3.23;0.22;;;;;;;;;;8.31;;19.37;15.88;0.23;;;;;;;0.02;EMP (EPMA);;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.9;;;13.8;;;;40.2;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;11;;;PRIMARY;;;;;;;;48.9;0.85;;;4.02;0.17;;;;;;;;;;8.8;;19;15.17;0.19;;;;;;;0;EMP (EPMA);;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.8;;;14.9;;;;40.3;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;12;;;PRIMARY;;;;;;;;50.24;0.77;;;3.27;0.17;;;;;;;;;;9.04;;19.27;15.44;0.17;;;;;;;0.03;EMP (EPMA);;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44.8;;;15;;;;40.2;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;13;;;PRIMARY;;;;;;;;50.5;0.64;;;3.15;0.24;;;;;;;;;;8.2;;19.66;15.87;0.22;;;;;;;0.01;EMP (EPMA);;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.7;;;13.6;;;;40.7;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;14;;;PRIMARY;;;;;;;;49.52;0.81;;;3.24;0.09;;;;;;;;;;9.8;;19.6;14.97;0.26;;;;;;;0;EMP (EPMA);;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43.1;;;16.3;;;;40.6;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;15;;;PRIMARY;;;;;;;;51.89;0.71;;;3.37;0.16;;;;;;;;;;8.48;;19.23;15.39;0.21;;;;;;;0.01;EMP (EPMA);;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45.1;;;14.3;;;;40.6;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;16;;;PRIMARY;;;;;;;;53.1;0.12;;;2.91;0.15;;;;;;;;;;14.3;;1.43;0.27;27.38;;;;;;;0.02;EMP (EPMA);;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.8;;;22.4;;;;2.8;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;17;;;PRIMARY;;;;;;;;54.22;0.08;;;2.02;0.17;;;;;;;;;;13.57;;1.64;0.26;27.8;;;;;;;0.02;EMP (EPMA);;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;75.7;;;21.1;;;;3.2;;;;;;;;;;;;;;;;;;;;;;
2021;[25574] ZENG YUNCHUAN (2021);samp. 19EJ-01;;CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET;EJIU AREA, SOUTHERN QIANGTANG TERRANE;32.17;86.75;32.25;86.92;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;TRACHYDACITE;;;;;EOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;18;;;PRIMARY;;;;;;;;52.63;0.15;;;2.76;0.2;;;;;;;;;;14.41;;1.51;0.3;27.36;;;;;;;0.13;EMP (EPMA);;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74.5;;;22.5;;;;3;;;;;;;;;;;;;;;;;;;;;;
