Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);;;;TIO2(WT%);;;;ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);;;;CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);CEO2(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O3(WT%);NB2O5(WT%);TA2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);;;;MGO(WT%);;;;MNO(WT%);;;;BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);K(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G);LI(PPM);;;;BE(PPM);B(PPM);F(PPM);S(PPM);CL(PPM);AR40(CCMSTP/G);AR40(MOL/G);CA(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);BR(PPM): altern. values or methods;;;;RB(PPM): altern. values or methods;;;;;;SR(PPM): altern. values or methods;;;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);CD(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB);RE(PPT);OS(PPB);OS(PPT);IR(PPB);PT(PPB);AU(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);BI(PPM);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;;;U(PPM): altern. values or methods;;;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;ND145_ND144;SM147_ND144;SR84_SR86;SR84_SR88;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;HE3_HE4(R/R(A));HE4_HE3;PB206_U238;PB207_U235;PB208_TH232;PB210_RA226_ACT;PB210_U238;RA226_TH230_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U238_PB204;U238_PB206;D7LI(PER MIL);D7LI(VS LSVEC);D11B(PER MIL);D11B(VS NBS951);D13C(PER MIL);D13C(VS PDB);D13C(VS VPDB);D18O(PER MIL);D18O(VS SMOW): altern. values or methods;;;;;;D18O(VS VSMOW);D25MG(VS DSM3);D26MG(VS DSM3);D56FE(VS IRMM-014);D57FE(VS IRMM-014);MY_W182(VS NBS3163): altern. values or methods;;;;MY_W183(VS NBS3163);MY_W184(VS NBS3163);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
2021;[24417] MAZZEO F. C. (2021);samp. RT226 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;38.38;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.9936287;;1.25027799;EMP (EPMA);;;37.5387508;EMP (EPMA);;;0.5353;EMP (EPMA);;;;;0.1212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT226 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;40.2288;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.1343054;;0.204;EMP (EPMA);;;45.9141576;EMP (EPMA);;;0.2244;EMP (EPMA);;;;;0.1836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT226 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;38.54649;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.30729;;0.9447974;EMP (EPMA);;;39.15721;EMP (EPMA);;;0.71;EMP (EPMA);;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210A ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;36.01;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.65487;;33.66987;EMP (EPMA);;;16.37587;EMP (EPMA);;;0.33;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210A ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;36.05;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.9229;;31.0339;EMP (EPMA);;;15.8826;EMP (EPMA);;;0.4738;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210B;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;36.05;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8723;;31.724;EMP (EPMA);;;16.2431;EMP (EPMA);;;0.4944;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210B;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.7099504;;34.3580676;EMP (EPMA);;;15.095082;EMP (EPMA);;;0.3264;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210E ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.7;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5138;;31.5792;EMP (EPMA);;;15.0858;EMP (EPMA);;;0.4284;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT210E ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;36.12;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.939;;31.605;EMP (EPMA);;;16.275;EMP (EPMA);;;0.588;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT219A ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.6;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.42152;;33.8438;EMP (EPMA);;;14.911;EMP (EPMA);;;0.32;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT219A ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.35;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.9328611;;32.7873068;EMP (EPMA);;;14.7087007;EMP (EPMA);;;0.5353;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.1525;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.6444622;;31.5648631;EMP (EPMA);;;14.3806425;EMP (EPMA);;;0.452580862;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.7594;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.5748998;;31.1657509;EMP (EPMA);;;15.4240928;EMP (EPMA);;;0.49599743;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.076;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.8550725;;31.1957175;EMP (EPMA);;;14.9865207;EMP (EPMA);;;0.619661052;EMP (EPMA);;;;;0.201777687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.52;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1012039;;30.8589324;EMP (EPMA);;;15.2884629;EMP (EPMA);;;0.534908001;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.64;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0658792;;31.8871512;EMP (EPMA);;;15.1386408;EMP (EPMA);;;0.723564792;EMP (EPMA);;;;;0.26218728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT223 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;36.05;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.1307;;32.6201;EMP (EPMA);;;16.274;EMP (EPMA);;;0.5871;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT224;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.8904;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.6296;;31.2728;EMP (EPMA);;;15.912;EMP (EPMA);;;0.6968;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2021;[24417] MAZZEO F. C. (2021);samp. RT226 ICP;;MADAGASCAR / MADAGASCAR / TAKARINDOHA DISTRICT / TAKARINDIONA VOLCANIC FIELD;;-19.2;48.8;-19.2;48.8;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE, OLIVINE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MONTICELLITE;;;;;PRIMARY;;;;;35.5968;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.1916;;31.0236;EMP (EPMA);;;15.9135;EMP (EPMA);;;0.5253;EMP (EPMA);;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
