Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),RIM / CORE (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),INCLUSION SIZE,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),CACO3(WT%),C(WT%),F(WT%),CL(WT%),OH(WT%),SO2(WT%),SO3(WT%),S(WT%): altern. values or methods,,,,LOI(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CO(WT%),CU(WT%),NI(WT%),ZN(WT%),HE(MOL/G),HE4(CCMSTP/G),LI(PPM),BE(PPM),B(PPM),F(PPM),NE(MOL/G),P(PPM),S(PPM),CL(PPM),AR(MOL/G),AR40(AT/G),AR40(CCMSTP/G),AR40(MOL/G),AR40(PPB),K(PPM),SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CR52(PPM),CR53(PPM),MN(PPM),CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,NI60(PPM),NI62(PPM),CU(PPM): altern. values or methods,,,,CU63(PPM),CU65(PPM),ZN(PPM): altern. values or methods,,,,ZN66(PPM),ZN67(PPM),GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),RU(PPB),RU(PPT),RH(PPB),RH(PPT),PD(PPB),PD(PPT),AG(PPM),AG(PPB),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),RE(PPB),RE(PPT),OS(PPB),IR(PPB),IR(PPT),PT(PPB),PT(PPT),AU(PPM),AU(PPB),HG(PPM),HG(PPB),TL(PPM),PB(PPM): altern. values or methods,,,,PB206(PPM),BI(PPM),TH(PPM): altern. values or methods,,,,TH232(PPM),U(PPM): altern. values or methods,,,,U238(PPM),CO2(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,YB176_HF177,HE3_HE4(R/R(A)),HE4_NE20,AR36_AR39,AR37_AR39,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,RA226_U238,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D11B(PER MIL),D11B(VS NBS951),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),DD(VS SMOW),ALBITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),HEDENBERGITE(MOL%),JADEITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),TSCHERMAKITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA)
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_01_6 ,,,PRIMARY,,,,,,,,,35.348,0.018,,0.017,,,,,,36.715,,0.266,27.559,1.185,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0048059243531,56.2047924653402,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_01_7 ,,,PRIMARY,,,,,,,,,35.302,0.022,,0.011,,,,,,36.399,,0.304,28.333,1.11,,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.1497991606625,57.0985754253758,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_02_1 ,,,PRIMARY,,,,,,,,,35.304,0.043,,0.016,,,,,,37.89,,0.344,26.572,1.349,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5082863165955,54.3908768366962,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_02_2 ,,,PRIMARY,,,,,,,,,35.339,0.028,,0.027,,,,,,37.461,,0.34,27.414,1.271,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5257350408364,55.4752559655691,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_02_3 ,,,PRIMARY,,,,,,,,,35.004,0.034,,0.024,,,,,,37.611,,0.335,27.353,1.257,,,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.682918345884,55.3348369188379,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_03_1 ,,,PRIMARY,,,,,,,,,34.752,0.026,,0.011,,,,,,39.863,,0.317,24.844,1.409,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.3530512420028,51.4972825088369,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_03_2 ,,,PRIMARY,,,,,,,,,35.058,0.026,,0.012,,,,,,38.234,,0.286,26.858,1.27,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.5562581906788,54.5417340022307,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_03_3 ,,,PRIMARY,,,,,,,,,35.098,0.035,,0.017,,,,,,38.081,,0.294,26.41,1.296,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8353800004393,54.1925112423205,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_10_1 ,,,PRIMARY,,,,,,,,,33.891,0.051,,0.012,,,,,,43.909,,0.436,20.58,1.719,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.9588924418459,44.247135640794,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_10_2 ,,,PRIMARY,,,,,,,,,34.564,0.034,,0.011,,,,,,41.321,,0.392,23.111,1.565,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8303858752858,48.6847018154404,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_10_3 ,,,PRIMARY,,,,,,,,,34.583,0.034,,0.015,,,,,,41.138,,0.39,23.306,1.581,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5087165736377,48.9890250467145,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_13_1 ,,,PRIMARY,,,,,,,,,34.745,0.033,,0,,,,,,39.775,,0.349,24.468,1.451,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6249358570809,51.1282554810786,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_13_2 ,,,PRIMARY,,,,,,,,,35.038,0.035,,0.012,,,,,,38.232,,0.31,26.051,1.33,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2337792026253,53.7286428804649,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_13_3 ,,,PRIMARY,,,,,,,,,34.748,0.034,,0,,,,,,39.235,,0.304,25.063,1.374,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7853027630982,52.1362669089362,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_13_4 ,,,PRIMARY,,,,,,,,,34.559,0.049,,0.012,,,,,,40.463,,0.33,24.027,1.454,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.4884907180419,50.267152025972,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_X11_1 ,,,PRIMARY,,,,,,,,,33.969,0.043,,0.01,,,,,,44.253,,0.403,20.357,1.739,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.4242847920428,43.8090887306252,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-045,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.293488,36.301786,-3.293488,36.301786,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-045_X11_2 ,,,PRIMARY,,,,,,,,,33.941,0.047,,0,,,,,,43.925,,0.432,21.084,1.684,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4362257496507,44.8670076444153,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-046,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.313651,36.293727,-3.313651,36.293727,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-046_02_1 ,,,PRIMARY,,,,,,,,,35.181,0.039,,0.014,,,,,,38.503,,0.309,26.269,1.343,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2024686591959,53.7588462989103,,,,,,,,,,,,,,,,,,,,,
2021, [25172] BRAUNGER S. (2021),samp. TA-046,,EAST AFRICAN RIFT / KENYA RIFT (EASTERN EAST AFRICAN RIFT) / SOUTHERN KENYA RIFT / TARASERO,SOUTHERN PART OF THE VOLCANIC COMPLEX,-3.313651,36.293727,-3.313651,36.293727,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,LATITE,,,,,QUATERNARY,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),OLIVINE,TA-046_02_3 ,,,PRIMARY,,,,,,,,,35.144,0.027,,0.031,,,,,,37.024,,0.263,27.245,1.225,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.4527143115114,55.6882258195368,,,,,,,,,,,,,,,,,,,,,
